message,clean_text,intent_label
I am going to film 2day da. At 6pm. Sorry da.,i am going to film 2day da  at 6pm  sorry da,0
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,we not watching movie already  xy wants 2 shop so i m shopping w her now,0
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,hello my little party animal  i just thought i d buzz you as you were with your friends  grins  reminding you were loved and send a naughty adoring kiss,0
Yesterday its with me only . Now am going home.,yesterday its with me only   now am going home,0
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",eerie nokia tones 4u  rply tone title to 8007 eg tone dracula to 8007 titles  ghost  addamsfa  munsters  exorcist  twilight www getzed co uk pobox36504w45wq 150p,0
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",you have come into my life and brought the sun  shiny down on me  warming my heart  putting a constant smile on my face   making me feel loved and cared for,0
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",no shit  but i wasn t that surprised  so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didn t let him fuck me,0
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",0a networks allow companies to bill for sms  so they are responsible for their  suppliers,0
Great comedy..cant stop laughing da:),great comedy cant stop laughing da,0
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,freemsg feelin kinda lnly hope u like 2 keep me company  jst got a cam moby wanna c my pic txt or reply date to 82242 msg150p 2rcv hlp 08712317606 stop to 82242,0
"Alright, we're all set here, text the man",alright  we re all set here  text the man,0
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",hi   where are you  we re at  and they re not keen to go out i kind of am but feel i shouldn t so can we go out tomo  don t mind do you,0
Sleeping nt feeling well,sleeping nt feeling well,0
U WILL SWITCH YOUR FONE ON DAMMIT!!,u will switch your fone on dammit,0
India have to take lead:),india have to take lead,0
I.ll post her out l8r. In class,i ll post her out l8r  in class,0
Thts wat Wright Brother did to fly..,thts wat wright brother did to fly,0
"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!",evening   v good if somewhat event laden  will fill you in  don t you worry   head   ok but throat   wrecked  see you at six then,0
If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),if u laugh really loud  if u talk spontaneously  if u dont care what others feel  u are probably with your dear  amp  best friends  goodevening dear,0
ITS A LAPTOP TAKE IT WITH YOU.,its a laptop take it with you,0
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,i dont have any of your file in my bag i was in work when you called me i  ll tell you if i find anything in my room,0
I wan but too early lei... Me outside now wun b home so early... Neva mind then...,i wan but too early lei  me outside now wun b home so early  neva mind then,0
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",for ur chance to win a  250 cash every wk txt  action to 80608  t s c s www movietrivia tv custcare 08712405022  1x150p wk,0
I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? ,i was at bugis juz now wat  but now i m walking home oredi    so late then reply  i oso saw a top dat i like but din buy  where r   now,0
"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",wishing you and your family merry  x  mas and happy new year in advance,0
At 7 we will go ok na.,at 7 we will go ok na,0
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),yes i posted a couple of pics on fb  there s still snow outside too  i m just waking up,0
S:-)if we have one good partnership going we will take lead:),s if we have one good partnership going we will take lead,0
RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,rgent  this is the 2nd attempt to contact u u have won  1250 call 09071512433 b4 050703 t csbcm4235wc1n3xx  callcost 150ppm mobilesvary  max 7  50,2
"Yeah, where's your class at?",yeah  where s your class at,0
No just send to you. Bec you in temple na.,no just send to you  bec you in temple na,0
"You aren't coming home between class, right? I need to work out and shower!",you aren t coming home between class  right  i need to work out and shower,0
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,hi if ur lookin 4 saucy daytime fun wiv busty married woman am free all next week chat now 2 sort time 09099726429 janinexx calls 1 minmobsmorelkpobox177hp51fl,2
S but mostly not like that.,s but mostly not like that,0
ÌÏ v ma fan...,v ma fan,0
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,dunno cos i was v late n when i reach they inside already  but we ate spageddies lor  it s e gals who r laughing at me lor,0
Guess who spent all last night phasing in and out of the fourth dimension,guess who spent all last night phasing in and out of the fourth dimension,0
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,so now my dad is gonna call after he gets out of work and ask all these crazy questions,0
"Yes..but they said its IT.,",yes but they said its it,0
Very hurting n meaningful lines ever: \I compromised everything for my love,very hurting n meaningful lines ever   i compromised everything for my love,0
Lmao!nice 1,lmao nice 1,0
Glad to see your reply.,glad to see your reply,0
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,urgent  we are trying to contact u  todays draw shows that you have won a  800 prize guaranteed  call 09050001295 from land line  claim a21  valid 12hrs only,2
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,monthly password for wap  mobsi com is 391784  use your wap phone not pc,0
Nah dub but je still buff,nah dub but je still buff,0
Painful words- \I thought being Happy was the most toughest thing on Earth... But,painful words   i thought being happy was the most toughest thing on earth  but,0
"Yeah, that's fine! It's å£6 to get in, is that ok? ",yeah  that s fine  it s  6 to get in  is that ok,0
Lol where do u come up with these ideas?,lol where do u come up with these ideas,0
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",so many people seems to be special at first sight  but only very few will remain special to you till your last sight  maintain them till life ends  sh jas,0
"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",today is  song dedicated day  which song will u dedicate for me  send this to all ur valuable frnds but first rply me,0
Okay... We wait ah,okay  we wait ah,0
HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,hi babe u r most likely to be in bed but im so sorry about tonight  i really wanna see u tomorrow so call me at 9  love me xxx,1
Already am squatting is the new way of walking,already am squatting is the new way of walking,0
Do you want bold 2 or bb torch,do you want bold 2 or bb torch,0
Cramps stopped. Going back to sleep,cramps stopped  going back to sleep,0
todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award,todays vodafone numbers ending with 0089 my last four digits  are selected to received a  350 award  if your number matches please call 09063442151 to claim your  350 award,2
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free top ringtone  sub to weekly ringtone get 1st week free send subpoly to 81618 3 per week stop sms 08718727870,0
Nan sonathaya soladha. Why boss?,nan sonathaya soladha  why boss,0
Bring tat cd don forget,bring tat cd don forget,0
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,sunshine quiz wkly q  win a top sony dvd player if u know which country the algarve is in  txt ansr to 82277   1 50 sp tyrone,0
I don't know but I'm raping dudes at poker,i don t know but i m raping dudes at poker,0
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,weightloss  no more girl friends  make loads of money on ebay or something  and give thanks to god,0
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,was gr8 to see that message  so when r u leaving  congrats dear  what school and wat r ur plans,0
ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? ,eatin later but i m eatin wif my frens now lei    going home first,0
Finish already... Yar they keep saying i mushy... I so embarrassed ok...,finish already  yar they keep saying i mushy  i so embarrassed ok,0
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",sorry man  my stash ran dry last night and i can t pick up more until sunday,0
Hai priya are you right. What doctor said pa. Where are you.,hai priya are you right  what doctor said pa  where are you,0
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",free msg  sorry  a service you ordered from 81303 could not be delivered as you do not have sufficient credit  please top up to receive the service,0
Please ask mummy to call father,please ask mummy to call father,0
Can come my room but cannot come my house cos my house still messy... Haha...,can come my room but cannot come my house cos my house still messy  haha,0
I have lost 10 kilos as of today!,i have lost 10 kilos as of today,0
Just taste fish curry :-P,just taste fish curry  p,0
What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,what can i do  might accidant tookplace between somewhere ghodbandar rd  traffic moves slovely  so plz slip  amp  don t worry,0
Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?,yun ah now   wkg where btw if   go nus sc    wana specialise in wad,0
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,yes  i am a one woman man  please tell me your likes and dislikes in bed,0
Was doing my test earlier. I appreciate you. Will call you tomorrow.,was doing my test earlier  i appreciate you  will call you tomorrow,0
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",how s my loverboy doing   what does he do that keeps him from coming to his queen  hmmm   doesn t he ache to speak to me   miss me desparately,0
U meet other fren dun wan meet me ah... Muz b a guy rite...,u meet other fren dun wan meet me ah  muz b a guy rite,0
"(No promises on when though, haven't even gotten dinner yet)",no promises on when though  haven t even gotten dinner yet,0
I got your back! Do you have any dislikes in bed?,i got your back  do you have any dislikes in bed,0
o turns out i had stereo love on mi phone under the unknown album.,o turns out i had stereo love on mi phone under the unknown album,0
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,hard live 121 chat just 60p min  choose your girl and connect live  call 09094646899 now  cheap chat uk s biggest live service  vu bcm1896wc1n3xx,0
Yeah I don't see why not,yeah i don t see why not,0
Asking do u knw them or nt? May be ur frnds or classmates?,asking do u knw them or nt  may be ur frnds or classmates,0
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",sorry about earlier  putting out fires are you around to talk after 9  or do you actually have a life  lol,0
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,wow  the boys r back  take that 2007 uk tour  win vip tickets   pre book with vip club  txt club to 81303  trackmarque ltd info vipclub4u,1
"As in missionary hook up, doggy hook up, standing...|",as in missionary hook up  doggy hook up  standing,0
Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,then u better go sleep  dun disturb u liao  u wake up then msg me lor,0
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",fighting with the world is easy  u either win or lose bt fightng with some1 who is close to u is dificult if u lose   u lose if u win   u still lose,0
Am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick.,am watching house   very entertaining   am getting the whole hugh laurie thing   even with the stick   indeed especially with the stick,0
Thought praps you meant another one. Goodo! I'll look tomorrow ,thought praps you meant another one  goodo  i ll look tomorrow,0
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",hi jon  pete here  ive bin 2 spain recently   hav sum dinero left  bill said u or ur  rents mayb interested in it  i hav 12 000pes  so around  48  tb  james,0
There bold 2  &lt;#&gt; . Is that yours,there bold 2   lt gt    is that yours,0
You know there is. I shall speak to you in  &lt;#&gt;  minutes then,you know there is  i shall speak to you in   lt gt   minutes then,0
"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",alrite hunny wot u up 2 2nite  didnt end up goin down town jus da pub instead  jus chillin at da mo in me bedroom love jen xxx,1
I went to project centre,i went to project centre,0
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,as per your request  maangalyam  alaipayuthe  has been set as your callertune for all callers  press  9 to copy your friends callertune,0
Lol yeah at this point I guess not,lol yeah at this point i guess not,0
Doing project w frens lor. ,doing project w frens lor,0
Lol. Well quality aint bad at all so i aint complaining,lol  well quality aint bad at all so i aint complaining,0
"K, can that happen tonight?",k  can that happen tonight,0
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",hi  this is mandy sullivan calling from hotmix fm you are chosen to receive  5000 00 in our easter prize draw please telephone 09041940223 to claim before 29 03 05 or your prize will be transferred to someone else,2
"I think we're going to finn's now, come",i think we re going to finn s now  come,0
Why tired what special there you had,why tired what special there you had,0
I will come tomorrow di,i will come tomorrow di,0
I cant pick the phone right now. Pls send a message,i cant pick the phone right now  pls send a message,0
K go and sleep well. Take rest:-).,k go and sleep well  take rest,0
U guys never invite me anywhere :(,u guys never invite me anywhere,0
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,ur going 2 bahamas  callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise of 2000 cash 18 only  to opt out txt x to 07786200117,2
I can do that! I want to please you both inside and outside the bedroom...,i can do that  i want to please you both inside and outside the bedroom,0
"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",ey  calm downon theacusations  itxt u cos iwana know wotu r doin at thew end  haventcn u in ages ring me if ur up4 nething sat love j xxx,1
I love to wine and dine my lady!,i love to wine and dine my lady,0
Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,someone has conacted our dating service and entered your phone because they fancy you to find out who it is call from landline 09111030116  pobox12n146tf15,0
"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",i m cool ta luv but v tired 2 cause i have been doin loads of planning all wk  we have got our social services inspection at the nursery  take care   spk sn x,0
I don know account details..i will ask my mom and send you.my mom is out of reach now.,i don know account details i will ask my mom and send you my mom is out of reach now,0
I think u have the wrong number.,i think u have the wrong number,0
Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),feel yourself that you are always happy  slowly it becomes your habit  amp  finally it becomes part of your life  follow it  happy morning  amp  have a happy day,0
DO NOT B LATE LOVE MUM,do not b late love mum,0
Got it..mail panren paru..,got it mail panren paru,0
* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,0
Give one miss from that number please,give one miss from that number please,0
Jus came back fr lunch wif my sis only. U leh?,jus came back fr lunch wif my sis only  u leh,0
How is your schedule next week? I am out of town this weekend.,how is your schedule next week  i am out of town this weekend,0
Really good:)dhanush rocks once again:),really good dhanush rocks once again,0
Lmao ok I wont be needing u to do my hair anymore.,lmao ok i wont be needing u to do my hair anymore,0
"Miss ya, need ya, want ya, love ya.",miss ya  need ya  want ya  love ya,0
Sorry i'm not free...,sorry i m not free,0
Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,do u ever get a song stuck in your head for no reason and it won t go away til u listen to it like 5 times,0
Nt yet chikku..simple habba..hw abt u?,nt yet chikku simple habba hw abt u,0
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",got ur mail dileep thank you so muchand look forward to lots of support very less contacts here remember one venugopal you mentioned tomorrow if not late i shall try to come up till there goodnight dear,0
Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,sometimes heart remembrs someone very much  forgets someone soon  bcoz heart will not like everyone  but liked ones will be remembered everytime  bslvyl,0
Joy's father is John. Then John is the NAME of Joy's father. Mandan,joy s father is john  then john is the name of joy s father  mandan,0
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,hi 07734396839 ibh customer loyalty offer  the new nokia6600 mobile from only  10 at txtauction txt word start to no 81151   get yours now 4t,2
Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,hi this is yijue  it s regarding the 3230 textbook it s intro to algorithms second edition  i m selling it for  50,0
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,sms auction you have won a nokia 7250i  this is what you get when you win our free auction  to take part send nokia to 86021 now  hg suite342 2lands row w1jhl 16,2
"K, want us to come by now?",k  want us to come by now,0
How. Its a little difficult but its a simple way to enter this place,how  its a little difficult but its a simple way to enter this place,0
Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,ha  both of us doing e same thing  but i got tv 2 watch  u can thk of where 2 go tonight or u already haf smth in mind,0
Dont show yourself. How far. Put new pictures up on facebook.,dont show yourself  how far  put new pictures up on facebook,0
Watching tv now. I got new job :),watching tv now  i got new job,0
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",good afternoon sexy buns  how goes the job search   i wake and you are my first thought as always  my love  i wish your fine and happy and know i adore you,0
"I'm not coming over, do whatever you want",i m not coming over  do whatever you want,0
"Its ok chikku, and its my 1 of favourite song..:-)",its ok chikku  and its my 1 of favourite song,0
Did u see what I posted on your Facebook?,did u see what i posted on your facebook,0
Call FREEPHONE 0800 542 0578 now!,call freephone 0800 542 0578 now,2
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,buy space invaders 4 a chance 2 win orig arcade game console  press 0 for games arcade  std wap charge  see o2 co uk games 4 terms   settings  no purchase,0
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st  ur lovely friendship  good morning dear,0
"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan for any purpose  500    75 000  homeowners   tenants welcome  have you been previously refused  we can still help  call free 0800 1956669 or text back  help,2
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,big brother alert  the computer has selected u for 10k cash or  150 voucher  call 09064018838  ntt po box cro1327 18  bt landline cost 150ppm mobiles vary,2
";-( oh well, c u later",oh well  c u later,0
My uncles in Atlanta. Wish you guys a great semester.,my uncles in atlanta  wish you guys a great semester,0
No dear i do have free messages without any recharge. Hi hi hi,no dear i do have free messages without any recharge  hi hi hi,0
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",dont search love  let love find u  thats why its called falling in love  bcoz u dont force yourself  u just fall and u know there is smeone to hold u  bslvyl,0
I dun believe u. I thk u told him.,i dun believe u  i thk u told him,0
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",do you know why god created gap between your fingers  so that  one who is made for you comes  amp  fills those gaps by holding your hand with love,0
Yes:)sura in sun tv.:)lol.,yes sura in sun tv lol,0
Arun can u transfr me d amt,arun can u transfr me d amt,0
Takin a shower now but yeah I'll leave when I'm done,takin a shower now but yeah i ll leave when i m done,0
Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,am not working but am up to eyes in philosophy so will text u later when a bit more free for chat,0
U havenåÕt lost me ill always b here 4u.i didnåÕt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatåÕs what itried2tell urmom.i careabout u,u haven t lost me ill always b here 4u i didn t intend 2 hurt u but i never knew how u felt about me when iwas marine that s what itried2tell urmom i careabout u,0
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",win  we have a winner  mr  t  foley won an ipod  more exciting prizes soon  so keep an eye on ur mobile or visit www win 82050 co uk,2
You bad girl. I can still remember them,you bad girl  i can still remember them,0
How much i gave to you. Morning.,how much i gave to you  morning,0
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",i hope your alright babe  i worry that you might have felt a bit desparate when you learned the job was a fake   i am here waiting when you come back  my love,0
"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",hey  can you tell me blake s address  carlos wanted me to meet him there but i got lost and he s not answering his phone,0
Can i get your opinion on something first?,can i get your opinion on something first,0
That one week leave i put know that time. Why.,that one week leave i put know that time  why,0
"If we hit it off, you can move in with me :)",if we hit it off  you can move in with me,0
excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,excellent  i spent   lt gt   years in the air force  iraq and afghanistan  i am stable and honest  do you like traveling,0
I wanna watch that movie,i wanna watch that movie,0
Ok lor thanx... ÌÏ in school?,ok lor thanx    in school,0
I'm in class. Did you get my text.,i m in class  did you get my text,0
The bus leaves at  &lt;#&gt; ,the bus leaves at   lt gt,0
God bless.get good sleep my dear...i will pray!,god bless get good sleep my dear i will pray,0
Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,todays voda numbers ending 1225 are selected to receive a  50award  if you have a match please call 08712300220 quoting claim code 3100 standard rates app,2
Do have a nice day today. I love you so dearly.,do have a nice day today  i love you so dearly,0
Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,aiyo a bit pai seh   noe  scared he dun rem who i am then die  hee  but he become better lookin oredi leh,0
"Aight, I'll ask a few of my roommates",aight  i ll ask a few of my roommates,0
"Now, whats your house # again ? And do you have any beer there ?",now  whats your house   again   and do you have any beer there,0
Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?,do   all wan 2 meet up n combine all the parts  how s da rest of da project going,0
"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\""""",getting tickets 4 walsall tue 6 th march  my mate is getting me them on sat  ill pay my treat  want 2 go  txt bak  terry,0
Yes we are chatting too.,yes we are chatting too,0
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,hi its jess i dont know if you are at work but call me when u can im at home all eve  xxx,1
Sian... Aft meeting supervisor got work 2 do liao... U working now?,sian  aft meeting supervisor got work 2 do liao  u working now,0
Are you going to write ccna exam this week??,are you going to write ccna exam this week,0
Well i will watch shrek in 3D!!B),well i will watch shrek in 3d b,0
Am i that much dirty fellow?,am i that much dirty fellow,0
Dunno dat's wat he told me. Ok lor...,dunno dat s wat he told me  ok lor,0
I'll probably be by tomorrow (or even later tonight if something's going on),i ll probably be by tomorrow  or even later tonight if something s going on,0
I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,i couldn t say no as he is a dying man and i feel sad for him so i will go and i just wanted you to know i would probably be gone late into your night,0
If you're thinking of lifting me one then no.,if you re thinking of lifting me one then no,0
Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,same as u  dun wan  y u dun like me already ah  wat u doing now  still eating,0
Sent me ur email id soon,sent me ur email id soon,0
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem,0
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",dude  what s up  how teresa  hope you have been okay  when i didnt hear from these people  i called them and they had received the package since dec   lt gt    just thot you ld like to know  do have a fantastic year and all the best with your reading  plus if you can really really bam first aid for usmle  then your work is done,0
Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,hey gorgeous man  my work mobile number is  have a good one babe  squishy mwahs,1
May i call You later Pls,may i call you later pls,0
"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",hottest pics straight to your phone  see me getting wet and wanting  just for you xx text pics to 89555 now  txt costs 150p textoperator g696ga 18 xxx,1
That's the way you should stay oh.,that s the way you should stay oh,0
Hello- thanx for taking that call. I got a job! Starts on monday!,hello  thanx for taking that call  i got a job  starts on monday,0
What time is ur flight tmr?,what time is ur flight tmr,0
When should I come over?,when should i come over,0
I have a rather prominent bite mark on my right cheek,i have a rather prominent bite mark on my right cheek,0
* Will be september by then!,will be september by then,0
Are you wet right now?,are you wet right now,0
And how's your husband.,and how s your husband,0
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",hack chat  get backdoor entry into 121 chat rooms at a fraction of the cost  reply neo69 or call 09050280520  to subscribe 25p pm  dps  bcm box 8027 ldn  wc1n3xx,0
Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,are we doing the norm tomorrow  i finish just a 4 15 cos of st tests  need to sort library stuff out at some point tomo   got letter from today   access til end march so i better get move on,0
Yeah. I got a list with only u and Joanna if I'm feeling really anti social,yeah  i got a list with only u and joanna if i m feeling really anti social,0
I am in your office na.,i am in your office na,0
"\Are you comingdown later?\""""",are you comingdown later,0
Super da:)good replacement for murali,super da good replacement for murali,0
Da is good good player.why he is unsold.,da is good good player why he is unsold,0
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,hi    do u want   to join me with sts later    meeting them at five    call u after class,0
Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,its on in engalnd  but telly has decided it won t let me watch it and mia and elliot were kissing  damn it,0
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",free nokia or motorola with upto 12mths 1 2price linerental  500 free x net mins 100txt mth free b tooth  call mobileupd8 on 08001950382 or call 2optout d3wv,2
